song_id,song_name,author,confidence,status,basis,sources,researched_on
46,Prabhuni Smarinchu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
47,Yavvanulaaraa Meeru,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
48,Amma Kosam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
49,Yesayya Naamamlo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
50,Devaadhi Devaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
51,Sudhaa Madhura Kiranaala,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
52,Kreesthulo Jeevinchu Naaku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
53,Kalamulatho Raayagalamaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
54,Karuninchumu Mamu Parama Pithaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
55,Nijamaina Draakshaavalli,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
56,Manishigaa Puttinodu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
57,Naakai Cheelchabadda,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
58,Nede Priyaraagam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
59,Aascharyakarudaa Aalochanakarthaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
60,Lokaana Eduru Choopulu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
61,Chintha Ledika,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
62,Pasi Baaludai,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
63,Kanti Paapanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
64,Naa Priyudu Yesu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
65,Viluvainadi Nee Aayushkaalam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
66,Anjali Ghatiyinthu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
67,Aavedana Nenondanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
68,Shree Yesundu Janminche,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
69,Karuninchi Thirigi Samakoorchu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
70,Yese Naa Parihaari,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
71,Kalalaa Unnadi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
72,Nee Challanaina Needalo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
73,Divi Nundi Bhuviki,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
74,Maruvani Needu Prematho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
75,Geetham Geetham,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
76,Khaamosh Raatho Ki,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
77,Yesayyaa Neeke Vandanam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
78,Maadhuryame Naa Prabhutho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
79,Anni Saadhyame Yesulo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
80,Praardhana Shakthi Naaku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
81,Viluve Leni Naa Jeevitham,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
82,Mahaathmudaina Naa Prabhu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
83,Neekante Nammadagina,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
84,Yehovaaku Sthuthulu Paadandi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
85,Yesuni Prema Yesu Vaartha,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
86,Yehovaaye Naa Balamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
87,Yesu Nannu Preminchinaavu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
88,Yesu Devaa Nanu Konipovaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
89,Yese Janmincheraa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
90,Ghanamaina Naa Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
91,Naalo Unna Aanandamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
92,Kanalenu Prabhukela,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
93,Nee Prema Naa Jeevithaanni,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
94,Ontarivi Kaavu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
95,Mangalame Yesunaku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
96,Aakaasha Mahaakaashambulu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
97,Diviteelu Mandaali,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
98,Bhaaratha Deshamaa Yesuke,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
99,Krupa Vembadi Krupatho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
100,Agni Mandinchu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
101,Nee Paadaalu Thadapakundaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
102,Manchi Devudu Naa Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
103,Thodu Lerani Kumilipoku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
104,Sthuthulaku Paathrudaa (Aaraadhana),,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
105,Naa Mano Nethramu Therachi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
106,Chinnaari Baalagaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
107,Mana Desham,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
108,Naa Naanna Intiki,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
109,Heenamaina Brathuku Naadi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
110,Vivaahamannadi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
111,Thandri Naa Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
112,Chaahe Thum Ko,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
113,Preminthunu Ninne,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
114,Goodu Leni Guvvalaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
115,Oneness,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
116,Solipoyina Manasaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
117,Nee Jaldaru Vrukshapu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
118,Evarunnaarayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
119,Noothana Parachumu Devaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
120,Solipovaladu Medley,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
121,Krungina Velalo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
122,Yehovaa Naa Kaapari,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
123,Oohinchaleni Kaaryamulu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
124,Evaritho Nee Jeevitham,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
125,Kreesthuni Swaramu Vindunu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
126,Chakkanaina Daari Neeve,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
127,Sahodarulu Aikyatha Kaligi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
128,Yehovaanu Sannuthinchedan,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
129,Kummari O Kummari,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
130,Priyathama Bandhamaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
131,Praardhana Yesuni Sandarshana,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
132,Aaraadhinchedanu Ninnu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
133,Shreshtamaina Naamam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
134,Devaa Naa Jeevithamidigo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
135,Neethigala Yehovaa Sthuthi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
136,Sthothra Gaanam Chesindi Praanam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
137,Aahaa Yemaanandam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
138,Andaala Thaara,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
139,Dhyaaninchuchuntimi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
140,Krupa Krupa Nee Krupa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
141,Sundaramulu Athi Sundaramulu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
142,Parishuddhudu Parishuddhudu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
143,Paadeda Devaa Nee Krupalan,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
144,Mokaalla Anubhavamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
145,Nee Paadaale Naaku Sharanam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
146,Naa Thandri Neeve,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
147,Paravashincheda Nee Vaakyamulo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
148,Raavayyaa Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
149,Naa Yesayyaa Naa Rakshakaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
150,Vetagaani Urilo Nundi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
151,Aaraadhincheda Ninu Madi Pogadeda,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
152,Unnatha Sthalamulalo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
153,Janminchinaaduraa Raaju,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
154,Vaagdhaanamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
155,Oohalu Naadu Ootalu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
156,Premalo Paddaanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
157,Sthuthinchedanu Sthuthinchedanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
158,Nee Arachethilo Chekkukuntivi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
159,Nee Jeevitham Viluvainadi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
160,Gadachina Kaalamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
161,Alankarinchunu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
162,Needu Premaku Haddu Ledayaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
163,Kaluvari Girilo Siluva Dhaariyai,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
164,Ninne Preminthunu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
165,O Devaa Daya Choopumayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
166,Putte Yesudu Nedu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
167,Egedanu Ne Cheredanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
168,Naa Koraku Baliyaina,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
169,Siluva Chenthaku Raa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
170,Aakaasham Nee Simhaasanam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
171,Naa Sankata Dukhamulella,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
172,Nee Dayalo Nenunna,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
173,Meluko Vishwaasi Meluko,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
174,Needu Vishwaasyatha,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
175,Mahonnathudaa Maa Devaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
176,Naa Priya Yesu Raa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
177,Saagi Saagi Pommu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
178,Kalvari Giripai Siluva,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
179,Entho Sundarudamma Thaanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
180,Maa Sarvaanidhi Neevayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
181,Naakai Naa Yesu Kattenu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
182,Hosannaa Hallelooyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
183,Prabhuvaa Prabhuvaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
184,Anni Velala Aaraadhana,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
185,Naa Korakai Anniyu Chesenu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
186,Kraisthavudaa Sainikudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
187,Ibaadath Karo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
188,Bethlehem Puramuna,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
189,Entha Prema Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
190,Neelo Samasthamu Saadhyame,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
191,Yesuni Naamamulo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
192,Ella Velalandu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
193,Nee Premaku Saati,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
194,Ae Reethi Nee Runam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
195,Naatho Neevu Maatlaadinacho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
196,Oka Kshanamainaa Ninnu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
197,Yesu Maatho Neevundagaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
198,Manchi Snehithudu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
199,O Maanavaaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
200,Neevu Thappa Naakee Lokamlo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
201,Nee Pilupu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
202,Devuni Prema Idigo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
203,Devudu Manaku Ellappudu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
204,Ontarithanamulo Thoduvai,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
205,Viduvavu Nannika,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
206,Yesu Kreesthu Puttenu Nedu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
207,Naa Jeevithaanthamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
208,Naa Thandri,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
209,Entha Krupaamayudavu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
210,Andaru Mehchcina Andaala Thaara,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
211,Naa Oohakandani Prematho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
212,Naa Yedala Neekunna,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
213,Aakaashamandunna Aaseenudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
214,Anni Saadhyame Yesuku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
215,Maarina Manasulu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
216,Neeke Naa Aaraadhanaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
217,Hallelooya Sthuthi Mahima,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
218,Raavayya Yesunaadhaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
219,Nedu Yesu Lechinaadu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
220,Oke Oka Maargamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
221,Chinni Chinni Chethulatho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
222,Kaalaalu Maarina Gaani,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
223,Ninu Polina Vaarevaru,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
224,Devude Naakaashrayambu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
225,Maaku Thoduga Neevuntivi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
226,Naa Jeevitha Bhaagasvaami,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
227,Immaanuyelu Rakthamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
228,Sthuthi Paadi Keerthinthumu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
229,Chettu Choosthe Pachchagundi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
230,Vaati Vaati Kaalamuna,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
231,Tholakari Vaana,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
232,Kanneellatho Pagilina Gundetho,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
233,Jayam Jayam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
234,Haallelooyaa Aaraadhana,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
235,Hallelooya Hallelooya,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
236,Thene Kanna Theeyanainadi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
237,Naa Balamanthaa Neevenayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
238,Jaagrattha Bhakthulaaraa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
239,Nenunnaa Nenunnaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
240,Eelaatidaa Yesu Prema,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
241,Yesu Vale,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
242,Gamyam Cheraalani,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
243,Kalugunu Gaaka Devuniki Mahima,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
244,Gaali Samudrapu Alalaku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
245,Koniyaada Tharame Ninnu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
246,Entha Manchi Devudavesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
247,Puttinaadanta Yesu Naathudu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
248,Neetho Samamevaru,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
249,Varninchalenu Vivarinchalenu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
250,Okasaari Nee Swaramu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
251,Aao Khushi Se,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
252,Nyaayaadhipathi,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
253,Ammallaaraa O Akkallaaraa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
254,Kalvari Premanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
255,Sarvaanga Sundaraa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
256,Goppavaadu Kressthu Yesu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
257,Ayyaa Naa Kosam Kalvarilo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
258,Nee Roopam Naalona,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
259,Aascharyakarudu Aalochanakartha,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
260,Koorchundunu Nee Sannidhilo,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
261,Emi Unnaa Lekunnaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
262,Nuvvante Ishtamu Naa Yesayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
263,Adbhuthakarudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
264,Naa Praanamaa Digulenduku,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
265,Yese Daivamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
266,Shuddha Hrudayam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
267,Nallaa Nallaani Cheekati,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
268,Yaakobu Baavi Kaada,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
269,Vaakyame Shareera Dhaariyai,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
270,Yaave,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
271,Krupaa Sathya Sampoornudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
272,Etthaina Konda Paina,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
273,Naa Yesu Raajyamu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
274,Yesu Rakthame Jayamu Jayamuraa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
275,Melainaa Keedainaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
276,Udayinchinaadu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
277,Hallelooyaa Naa Paata,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
278,Rakshimpabadina Neevu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
279,Yesu Raajaa Arpinchedhanayyaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
280,Gunavathi Aina Bhaarya,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
281,Kreesthesu Prabhuvu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
282,Nee Nirnayam,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
283,Yavvanudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
284,Mahimaku Paathrudaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
285,Sthuthi Neeke Yesu Raajaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
286,Yesu Nee Swaroopamunu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
287,Junte Thene Kannaa,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
288,Unna Paatuna Vachchuchunnaanu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
289,Siluvalo Saagindi Yaathra,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
290,Sarva Yugamulalo Sajeevudavu,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
291,Madhuram Madhuram,,0.00,not_researched,Not yet researched - no lookup was performed for this song.,,
