file,wtc_id,song_name,author,stanzas,main_te_lines,main_en_lines,english,album,category,warnings,url
00051-naa-yesu-raju.json,51,Naa Yesu Raju,,3,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/51
00053-nithyudyna-dhevuni-thodu-o.json,53,Nithyudyna Dhevuni Thodu O,,3,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/53
00054-neeti-yuta-yodha.json,54,Neeti Yuta Yodha,,3,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/54
00056-neevu-nirminchina-dhevalayamulo.json,56,Neevu Nirminchina Dhevalayamulo,,3,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/56
00058-neelakasamlona-nigikegasina-thaara.json,58,Neelakasamlona Nigikegasina Thaara,,2,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/58
00059-nee-siluvalone-naa-mukthi.json,59,Nee Siluvalone Naa Mukthi,,2,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/59
00061-nenu-papino-prabhuva.json,61,Nenu Papino Prabhuva,,2,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/61
00063-parama-pavanuda-mariya.json,63,Parama Pavanuda Mariya,,2,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/63
00065-padedhamu-vededhamu-cm.json,65,Padedhamu Vededhamu Cm,,3,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/65
00066-pradhana-vinedi-pavanuda.json,66,Pradhana Vinedi Pavanuda,,4,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=4 en=0,https://waytochurch.com/lyrics/song/66
00068-mahodayam-subhodayam.json,68,Mahodayam Subhodayam,,2,1,0,none,,Christmas,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/68
00070-mandhalo-cherani-gorrelenno.json,70,Mandhalo Cherani Gorrelenno,,3,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/70
00071-yehova-na-kapari.json,71,Yehova Na Kapari,,3,2,0,none,,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/71
00073-yesu-rakthamu-rakthamu.json,73,Yesu Rakthamu Rakthamu,,3,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/73
00075-yesu-ni-krupalo.json,75,Yesu Ni Krupalo,,2,2,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/75
00076-randeho-vinarandeho.json,76,Randeho Vinarandeho,,3,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/76
00078-rakada-samayamulo.json,78,Rakada Samayamulo,,2,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/78
00080-lekhaleni-chukalenno.json,80,Lekhaleni Chukalenno,,3,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/80
00081-lekhimpaleni-sthotramul.json,81,Lekhimpaleni Sthotramul,,3,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/81
00082-vijaya-gosha-vinipinchenu.json,82,Vijaya Gosha Vinipinchenu,,2,1,0,none,,Easter,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/82
00083-vimochakudu-mana-prabhu.json,83,Vimochakudu Mana Prabhu,,2,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/83
00089-siluva-yende-needhu-prema.json,89,Siluva Yende Needhu Prema,,2,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/89
00090-srusti-kartha-yesuni-sthutinchedamu.json,90,Srusti Kartha Yesuni Sthutinchedamu,,3,4,0,none,,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/90
00091-srustipitha-sarvonatha.json,91,Srustipitha Sarvonatha,,4,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=4 en=0,https://waytochurch.com/lyrics/song/91
00093-sri-yesu-geethi-paadana.json,93,Sri Yesu Geethi Paadana,,2,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/93
00108-abrahamu-devuda.json,108,Abrahamu Devuda,,3,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/108
00112-chudumu-gesthemane.json,112,Chudumu Gesthemane,,6,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=6 en=0,https://waytochurch.com/lyrics/song/112
00114-deva-nee-yavaranam.json,114,Deva Nee Yavaranam,,3,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/114
00117-dhevuni-sthuthiyinchudi-ellapudu.json,117,Dhevuni Sthuthiyinchudi Ellapudu,,9,1,0,none,andhra Kristava Keerthanalu,,no-english-lyrics; stanza-count-mismatch te=9 en=0,https://waytochurch.com/lyrics/song/117
00118-dhevuni-upakarambulalona.json,118,Dhevuni Upakarambulalona,,3,1,0,none,andhra Kristava Keerthanalu,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/118
00126-varninchaleni-thyaagam-oodaarpu-nondhani-vainam.json,126,Varninchaleni Thyaagam Oodaarpu Nondhani Vainam,Dr Y Vijay Kumar,0,1,1,full,,Good Friday,unbroken-lines,https://waytochurch.com/lyrics/song/126
00133-kummari-o-kummari.json,133,Kummari O Kummari,,3,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/133
00134-kuthuhala-marbhatame.json,134,Kuthuhala Marbhatame,,4,2,0,none,,,no-english-lyrics; stanza-count-mismatch te=4 en=0,https://waytochurch.com/lyrics/song/134
00136-mahima-neeke-prabhu.json,136,Mahima Neeke Prabhu,,4,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0,https://waytochurch.com/lyrics/song/136
00139-manulu-manikyamulunna.json,139,Manulu Manikyamulunna,,3,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/139
00151-nuthana-geethamu-paadedhanu.json,151,Nuthana Geethamu Paadedhanu,,3,1,0,none,,New Year,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/151
00152-o-prabhuva-neeve.json,152,O Prabhuva Neeve,,2,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/152
00154-prabhuva-neelo-jeevinchuta-ab.json,154,Prabhuva Neelo Jeevinchuta Ab,Bro  Yesanna,4,1,1,partial,hosanna,,,https://waytochurch.com/lyrics/song/154
00157-rakshakundudhayinchi-nadata.json,157,Rakshakundudhayinchi Nadata,,5,1,0,none,andhra Kristava Keerthanalu,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=5 en=0,https://waytochurch.com/lyrics/song/157
00158-randi-yuchahinchi-paadudhamu.json,158,Randi Yuchahinchi Paadudhamu,,5,1,0,none,"andhra Kristava Keerthanalu , trahimam",,no-english-lyrics; stanza-count-mismatch te=5 en=0,https://waytochurch.com/lyrics/song/158
00161-stothra-rupamagu-krotha.json,161,Stothra Rupamagu Krotha,,4,4,0,none,,New Year,no-english-lyrics; stanza-count-mismatch te=4 en=0,https://waytochurch.com/lyrics/song/161
00162-sthuthi-yagamu-na-yesuke.json,162,Sthuthi Yagamu Na Yesuke,,5,1,0,none,,,no-english-lyrics; stanza-count-mismatch te=5 en=0,https://waytochurch.com/lyrics/song/162
00166-viswasa-vanithalamu.json,166,Viswasa Vanithalamu,,2,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/166
00171-yesutho-teeviganu-podama.json,171,Yesutho Teeviganu Podama,,4,2,0,none,andhra Kristava Keerthanalu,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=4 en=0,https://waytochurch.com/lyrics/song/171
00172-yogyudavo-yogyudavo.json,172,Yogyudavo Yogyudavo,"Bro  Raj , micheal paul",3,1,0,none,Bro. N. Jayapal,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/172
00174-shudhdhaa-hrudhaayam-kalugajeyumu.json,174,Shudhdhaa Hrudhaayam Kalugajeyumu,,2,1,1,full,,,unbroken-lines,https://waytochurch.com/lyrics/song/174
00175-nee-premaye-naku-chalu.json,175,Nee Premaye Naku Chalu,,0,2,2,full,,,unbroken-lines,https://waytochurch.com/lyrics/song/175
00180-vetakaani-urilo-nundi.json,180,Vetakaani Urilo Nundi,,0,1,1,full,,,unbroken-lines,https://waytochurch.com/lyrics/song/180
00188-aakaashamandunna-aaseenudaa.json,188,Aakaashamandunna Aaseenudaa,,0,1,1,full,,,unbroken-lines,https://waytochurch.com/lyrics/song/188
00190-aananda-yaathra.json,190,Aananda Yaathra,bro yesanna,0,1,1,full,,,unbroken-lines,https://waytochurch.com/lyrics/song/190
00213-kalyaanam-kamaneeyam.json,213,Kalyaanam Kamaneeyam,,0,1,1,full,,,unbroken-lines,https://waytochurch.com/lyrics/song/213
00240-naa-praanamaa-yehovaanu-neevu-sannuthinchumu.json,240,Naa Praanamaa Yehovaanu Neevu Sannuthinchumu,,0,1,1,full,,,unbroken-lines,https://waytochurch.com/lyrics/song/240
00261-neeku-ishtudigaa-ilalo-ne-undaalani.json,261,Neeku Ishtudigaa Ilalo Ne Undaalani,,0,2,1,full,,,unbroken-lines,https://waytochurch.com/lyrics/song/261
00312-dheva-ni-namam-entho-balamynadhi.json,312,Dheva Ni Namam Entho Balamynadhi,,0,1,0,none,,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/312
00315-naa-jeevitha-kalamantha.json,315,Naa Jeevitha Kalamantha,,0,1,0,none,,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/315
00317-neeve-naa-oopiri.json,317,Neeve Naa Oopiri,,0,4,0,none,,,no-english-lyrics,https://waytochurch.com/lyrics/song/317
00318-jagatiki-punaadi-vaeyaka-mundae-janiyinchina-pra.json,318,Jagatiki Punaadi Vaeyaka Mundae Janiyinchina Praema,Dr  Amsumathi mary,0,1,1,full,mounamelanoye,,unbroken-lines,https://waytochurch.com/lyrics/song/318
00320-ae-vyaktinainaa-ae-sthitiyandainaa-entagaanoe-pr.json,320,Ae Vyaktinainaa Ae Sthitiyandainaa Entagaanoe Praeminchu Praema,Dr  Amsumathi mary,0,1,1,full,unnavu dheva,,unbroken-lines,https://waytochurch.com/lyrics/song/320
00323-oohaku-andani-praema-naa-yaesu-praema.json,323,Oohaku Andani Praema Naa Yaesu Praema,rev  aakumarthi daniel,0,1,1,full,,,unbroken-lines,https://waytochurch.com/lyrics/song/323
00325-velpulalo-bahu-ghanudu.json,325,Velpulalo Bahu Ghanudu,Bro  Yesanna,3,1,0,none,mahimanvithudu,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/325
00328-dheva-ni-krupa-nirantharam.json,328,Dheva Ni Krupa Nirantharam,,3,2,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/328
00330-naa-prana-priyudavu-neeve.json,330,Naa Prana Priyudavu Neeve,Bro  Yesanna,1,1,0,none,joyful songs,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/330
00334-nee-preme-nannu-aadharinchenu.json,334,Nee Preme Nannu Aadharinchenu,Bro  Yesanna,2,1,0,none,mahaneeyuda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/334
00336-sannuthichedanu-dhayaludavu.json,336,Sannuthichedanu Dhayaludavu,Bro  Yesanna,2,1,0,none,mahaneeyuda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/336
00338-yesu-anu-namame-naa-madhura.json,338,Yesu Anu Namame Naa Madhura,Bro  Yesanna,3,1,0,none,mahima swaroopuda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/338
00339-halleluya-yesaiah.json,339,Halleluya Yesaiah,Bro  Yesanna,3,1,0,none,mahima swaroopuda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/339
00340-dheva-naa-dhevudavu-neeve.json,340,Dheva Naa Dhevudavu Neeve,Bro  Yesanna,1,1,0,none,mahima swaroopuda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/340
00341-aanandame-prabhu-yesuni.json,341,Aanandame Prabhu Yesuni,Bro  Yesanna,3,2,0,none,mahima swaroopuda,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/341
00342-premamaya-yesu-prabhuvaa.json,342,Premamaya Yesu Prabhuvaa,Bro  Yesanna,3,1,0,none,mahima swaroopuda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/342
00343-aanandam-yesutho.json,343,Aanandam Yesutho,Bro  Yesanna,2,1,0,none,mahima swaroopuda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/343
00344-naa-vedhanalo-vedhikithini.json,344,Naa Vedhanalo Vedhikithini,Bro  Yesanna,2,1,0,none,mahima swaroopuda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/344
00348-yemani-varninthu.json,348,Yemani Varninthu,Bro  Yesanna,3,2,0,none,sarvonathuda,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/348
00349-nithyudaa-nee-sanidhi.json,349,Nithyudaa Nee Sanidhi,Bro  Yesanna,3,1,0,none,sarvonathuda,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/349
00350-tejovaasula-swasthyamandhu.json,350,Tejovaasula Swasthyamandhu,Bro  Yesanna,4,2,0,none,sarvonathuda,,no-english-lyrics; stanza-count-mismatch te=4 en=0,https://waytochurch.com/lyrics/song/350
00351-sthuthi-simhasanaseenudavu.json,351,Sthuthi Simhasanaseenudavu,Bro  Yesanna,2,1,0,none,naa stuthi paathruda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/351
00352-anadhilo-niyaminchabadina.json,352,Anadhilo Niyaminchabadina,Bro  Yesanna,2,1,0,none,naa stuthi paathruda,Good Friday,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/352
00353-prabhuvaa-nee-samukhamandhu.json,353,Prabhuvaa Nee Samukhamandhu,Bro  Yesanna,3,1,0,none,naa stuthi paathruda,Confession,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/353
00354-nithyudagu-naa-thandri.json,354,Nithyudagu Naa Thandri,Bro  Yesanna,3,1,0,none,naa stuthi paathruda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/354
00355-nee-krupa-bahulyame.json,355,Nee Krupa Bahulyame,Bro  Yesanna,2,1,0,none,naa stuthi paathruda,,no-english-lyrics; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/355
00356-aascharyakarudaa-needhu-krupa.json,356,Aascharyakarudaa Needhu Krupa,Bro  Yesanna,3,1,0,none,naa stuthi paathruda,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/356
00357-evarunnaru-ee-lokamulo.json,357,Evarunnaru Ee Lokamulo,Bro  Yesanna,2,1,0,none,naa nirikshana,,no-english-lyrics; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/357
00358-yuddha-veerulam-manam.json,358,Yuddha Veerulam Manam,Bro  Yesanna,2,1,0,none,naa nirikshana,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/358
00359-seeyonulo-naa-yesutho.json,359,Seeyonulo Naa Yesutho,Bro  Yesanna,2,1,0,none,naa nirikshana,,no-english-lyrics; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/359
00360-naa-jeevitham-neekankitham.json,360,Naa Jeevitham Neekankitham,Bro  Yesanna,2,1,0,none,naa nirikshana,,no-english-lyrics; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/360
00361-sooryuni-dharinchi.json,361,Sooryuni Dharinchi,Bro  Yesanna,3,1,0,none,naa nirikshana,,no-english-lyrics; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/361
00364-noothana-yerushalem.json,364,Noothana Yerushalem,Bro  Yesanna,3,1,0,none,naa yesu raaja,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/364
00365-nanu-viduvaka-dhachithivi.json,365,Nanu Viduvaka Dhachithivi,Bro  Yesanna,1,1,0,none,yesuraaja,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/365
00366-kalavaripadi-ne-kondalavypu.json,366,Kalavaripadi Ne Kondalavypu,Bro  Yesanna,1,1,0,none,yesuraaja,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/366
00367-naa-prana-priyuda-yesaiah.json,367,Naa Prana Priyuda Yesaiah,Bro  Yesanna,2,2,0,none,yesuraaja,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/367
00368-naa-pranathma-sareeram.json,368,Naa Pranathma Sareeram,Bro  Yesanna,1,1,0,none,yesuraaja,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/368
00370-yesaiah-naa-priya.json,370,Yesaiah Naa Priya,Bro  Yesanna,1,1,0,none,krupamayuda,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/370
00372-yeguruthunnandhi-vijaya.json,372,Yeguruthunnandhi Vijaya,Bro  Yesanna,1,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/372
00373-anthyadhinamula-yendu-memundaga.json,373,Anthyadhinamula Yendu Memundaga,Bro  Anil Kumar,1,1,0,none,yese raaraju,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/373
00374-dhevudu-maapakshamuna-vundaga.json,374,Dhevudu Maapakshamuna Vundaga,Bro  Anil Kumar,1,1,0,none,,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/374
00375-idhigo-vinuma-lokama.json,375,Idhigo Vinuma Lokama,Bro  Anil Kumar,1,1,0,none,yese raaraju,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/375
00376-israelunu-kaapaadu-devudu.json,376,Israelunu Kaapaadu Devudu,Bro  Anil Kumar,0,1,0,none,yese raaraju,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/376
00377-jaya-pataakam-yegaraali.json,377,Jaya Pataakam Yegaraali,Bro  Anil Kumar,1,2,0,none,yesuraaja,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/377
00378-jayahe-jayahe-kristhesu.json,378,Jayahe Jayahe Kristhesu,Bro  Anil Kumar,0,5,0,none,yese raaraju,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/378
00380-cheddaamaa-poraatam.json,380,Cheddaamaa Poraatam,Bro  Anil Kumar,0,2,0,none,jesus my life,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/380
00382-lokamunu-jayinchina.json,382,Lokamunu Jayinchina,Bro  Anil Kumar,0,5,0,none,jesus my life,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/382
00383-nee-rakthame-paapa-parihaaram.json,383,Nee Rakthame Paapa Parihaaram,Bro  Anil Kumar,0,8,0,none,jesus my life,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/383
00384-veerudu-lechenu.json,384,Veerudu Lechenu,Bro  Anil Kumar,3,1,0,none,jesus my life,Easter,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=3 en=0,https://waytochurch.com/lyrics/song/384
00385-visvasa-veerulam.json,385,Visvasa Veerulam,Bro  Anil Kumar,2,2,0,none,jesus my life,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=2 en=0,https://waytochurch.com/lyrics/song/385
00386-yesayya-lone-unnadhi-manaku-rakshana.json,386,Yesayya Lone Unnadhi Manaku Rakshana,Bro  Anil Kumar,1,1,0,none,jesus my life,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/386
00387-maargam-satyam-jeevam.json,387,Maargam Satyam Jeevam,Bro  Anil Kumar,1,1,0,none,Jesus is my hero,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/387
00389-yesu-dhevuni-aaradhikulam.json,389,Yesu Dhevuni Aaradhikulam,Bro  Anil Kumar,0,1,0,none,Jesus is my hero,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/389
00391-song.json,391,జీసస్ జీసస్,Bro  Anil Kumar,0,2,0,none,Jesus is my hero,,no-english-lyrics; unbroken-lines; title-telugu-only,https://waytochurch.com/lyrics/song/391
00393-prabhu-naamam.json,393,Prabhu Naamam,Bro  Anil Kumar,0,1,0,none,Jesus is my hero,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/393
00395-kondharemo-gurralantu.json,395,Kondharemo Gurralantu,Bro  Anil Kumar,0,1,0,none,Jesus my victory,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/395
00396-jayaminkaa-manaderaa.json,396,Jayaminkaa Manaderaa,Bro  Anil Kumar,1,1,0,none,Jesus my victory,,no-english-lyrics; unbroken-lines; stanza-count-mismatch te=1 en=0,https://waytochurch.com/lyrics/song/396
00397-yesuni-yandali-aanandame.json,397,Yesuni Yandali Aanandame,Bro  Anil Kumar,0,1,0,none,Jesus my victory,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/397
00398-yehovaa-maa-balamaa-neeve-kadha-naa-dheema.json,398,Yehovaa Maa Balamaa Neeve Kadha Naa Dheema,Bro  Anil Kumar,0,1,0,none,Jesus my victory,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/398
00399-paraakramamu-gala-baladyuda.json,399,Paraakramamu Gala Baladyuda,Bro  Anil Kumar,0,22,0,none,Jesus my victory,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/399
00400-idiye-samayam.json,400,Idiye Samayam,Bro  Anil Kumar,0,1,0,none,Jesus my victory,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/400
00402-entho-vintha-entho-chintha.json,402,Entho Vintha Entho Chintha,,0,1,0,none,,,no-english-lyrics; unbroken-lines,https://waytochurch.com/lyrics/song/402
